loss,accuracy,lr
1.5901007652282715,0.13333334028720856,0.001
1.5417711734771729,0.13333334028720856,0.001
1.5021532773971558,0.13333334028720856,0.001
1.4682159423828125,0.13333334028720856,0.001
1.4416694641113281,0.13333334028720856,0.001
1.4223634004592896,0.13333334028720856,0.001
1.4047362804412842,0.13333334028720856,0.001
1.3923900127410889,0.13333334028720856,0.001
1.3802764415740967,0.13333334028720856,0.001
1.3693088293075562,0.13333334028720856,0.001
1.3603211641311646,0.4333333373069763,0.001
1.351570963859558,0.4333333373069763,0.001
1.3438633680343628,0.4333333373069763,0.001
1.3377529382705688,0.4333333373069763,0.001
1.3319474458694458,0.4333333373069763,0.001
1.3259384632110596,0.4333333373069763,0.001
1.3210639953613281,0.4333333373069763,0.001
1.316604495048523,0.4333333373069763,0.001
1.3125022649765015,0.4333333373069763,0.001
1.3086599111557007,0.4333333373069763,0.001
1.3055624961853027,0.4333333373069763,0.001
1.3027957677841187,0.4333333373069763,0.001
1.3002915382385254,0.4333333373069763,0.001
1.2980870008468628,0.4333333373069763,0.001
1.2960561513900757,0.4333333373069763,0.001
1.2942588329315186,0.4333333373069763,0.001
1.2925963401794434,0.4333333373069763,0.001
1.2910600900650024,0.4333333373069763,0.001
1.289649486541748,0.4333333373069763,0.001
1.2884432077407837,0.4333333373069763,0.001
1.287321925163269,0.4333333373069763,0.001
1.2862881422042847,0.4333333373069763,0.001
1.2854257822036743,0.4333333373069763,0.001
1.2845815420150757,0.4333333373069763,0.001
1.283814787864685,0.4333333373069763,0.001
1.2830777168273926,0.4333333373069763,0.001
1.2823511362075806,0.4333333373069763,0.001
1.2816966772079468,0.4333333373069763,0.001
1.2810750007629395,0.4333333373069763,0.001
1.2805540561676025,0.4333333373069763,0.001
1.2800943851470947,0.4333333373069763,0.001
1.2796365022659302,0.4333333373069763,0.001
1.2791796922683716,0.4333333373069763,0.001
1.2787796258926392,0.4333333373069763,0.001
1.2784367799758911,0.4333333373069763,0.001
1.2781020402908325,0.4333333373069763,0.001
1.2777526378631592,0.4333333373069763,0.001
1.2774662971496582,0.4333333373069763,0.001
1.2771519422531128,0.4333333373069763,0.001
1.2769050598144531,0.4333333373069763,0.001
1.276654601097107,0.4333333373069763,0.001
1.276365876197815,0.4333333373069763,0.001
1.2761132717132568,0.4333333373069763,0.001
1.2758492231369019,0.4333333373069763,0.001
1.2756197452545166,0.4333333373069763,0.001
1.2753291130065918,0.4333333373069763,0.001
1.2750420570373535,0.4333333373069763,0.001
1.2747702598571777,0.4333333373069763,0.001
1.274463176727295,0.4333333373069763,0.001
1.2741655111312866,0.4333333373069763,0.001
1.2738744020462036,0.4333333373069763,0.001
1.2735737562179565,0.4333333373069763,0.001
1.2732707262039185,0.4333333373069763,0.001
1.27298104763031,0.4333333373069763,0.001
1.272644281387329,0.4333333373069763,0.001
1.272326111793518,0.4333333373069763,0.001
1.2719546556472778,0.4333333373069763,0.001
1.2715743780136108,0.4333333373069763,0.001
1.2710754871368408,0.4333333373069763,0.001
1.2706881761550903,0.4333333373069763,0.001
1.2701656818389893,0.4333333373069763,0.001
1.2695492506027222,0.4333333373069763,0.001
1.2690116167068481,0.4333333373069763,0.001
1.2683955430984497,0.4333333373069763,0.001
1.2672370672225952,0.4333333373069763,0.001
1.2672760486602783,0.4333333373069763,0.001
1.2662907838821411,0.4333333373069763,0.001
1.2655926942825317,0.4333333373069763,0.001
1.264800786972046,0.4333333373069763,0.001
1.2635828256607056,0.4333333373069763,0.001
1.262891173362732,0.4333333373069763,0.001
1.2622807025909424,0.4333333373069763,0.001
1.2593590021133423,0.4333333373069763,0.001
1.2583081722259521,0.4333333373069763,0.001
1.255724310874939,0.4333333373069763,0.001
1.2553032636642456,0.4333333373069763,0.001
1.2527995109558105,0.4333333373069763,0.001
1.2517648935317993,0.4333333373069763,0.001
1.2539057731628418,0.4333333373069763,0.001
1.2612961530685425,0.4333333373069763,0.001
