loss,accuracy,lr
1.9324356317520142,0.18000000715255737,0.001
1.9036425352096558,0.18000000715255737,0.001
1.8810763359069824,0.18000000715255737,0.001
1.8686699867248535,0.1899999976158142,0.001
1.8594650030136108,0.20000000298023224,0.001
1.8452917337417603,0.20999999344348907,0.001
1.8350826501846313,0.25,0.001
1.8249409198760986,0.2800000011920929,0.001
1.812768816947937,0.28999999165534973,0.001
1.79856538772583,0.30000001192092896,0.001
1.7845879793167114,0.3199999928474426,0.001
1.7708098888397217,0.38999998569488525,0.001
1.7544755935668945,0.3799999952316284,0.001
1.7440952062606812,0.3499999940395355,0.001
1.734920620918274,0.4000000059604645,0.001
1.7161020040512085,0.4300000071525574,0.001
1.702660322189331,0.4000000059604645,0.001
1.6906896829605103,0.41999998688697815,0.001
1.6735622882843018,0.41999998688697815,0.001
1.6733442544937134,0.3799999952316284,0.001
1.6634368896484375,0.44999998807907104,0.001
1.6464630365371704,0.4399999976158142,0.001
1.6241836547851562,0.4399999976158142,0.001
1.6137417554855347,0.47999998927116394,0.001
1.602469801902771,0.5099999904632568,0.001
1.5919761657714844,0.47999998927116394,0.001
1.5848376750946045,0.4699999988079071,0.001
1.5739496946334839,0.5299999713897705,0.001
1.5781358480453491,0.5,0.001
1.5714967250823975,0.5199999809265137,0.001
1.5648064613342285,0.4699999988079071,0.001
1.553581714630127,0.5,0.001
1.5328882932662964,0.5699999928474426,0.001
1.5240168571472168,0.5600000023841858,0.001
1.5161025524139404,0.550000011920929,0.001
1.5068391561508179,0.5899999737739563,0.001
1.5020071268081665,0.49000000953674316,0.001
1.5029808282852173,0.5799999833106995,0.001
1.4785648584365845,0.5600000023841858,0.001
1.4661920070648193,0.6200000047683716,0.001
1.4592856168746948,0.6000000238418579,0.001
1.4557664394378662,0.6100000143051147,0.001
1.453222632408142,0.6100000143051147,0.001
1.4444482326507568,0.6000000238418579,0.001
1.450655221939087,0.5699999928474426,0.001
1.4352085590362549,0.6000000238418579,0.001
1.4240326881408691,0.6200000047683716,0.001
1.419892430305481,0.5899999737739563,0.001
1.406038761138916,0.6299999952316284,0.001
1.4088563919067383,0.5899999737739563,0.001
