loss,accuracy,lr
0.5675873756408691,0.7298136353492737,0.001
0.45231854915618896,0.8198757767677307,0.001
0.44459205865859985,0.8198757767677307,0.001
0.4413212239742279,0.8198757767677307,0.001
0.4374021887779236,0.8198757767677307,0.001
0.4333539307117462,0.8198757767677307,0.001
0.43007057905197144,0.8198757767677307,0.001
0.427070677280426,0.8198757767677307,0.001
0.42333751916885376,0.8198757767677307,0.001
0.4110943675041199,0.8167701959609985,0.001
0.46188467741012573,0.8167701959609985,0.001
0.4517344534397125,0.8198757767677307,0.001
0.43601861596107483,0.8198757767677307,0.001
0.42879989743232727,0.8198757767677307,0.001
0.43076083064079285,0.8198757767677307,0.001
0.44906550645828247,0.804347813129425,0.001
0.4292951822280884,0.8198757767677307,0.001
0.4279409945011139,0.8198757767677307,0.001
0.4098149538040161,0.8198757767677307,0.001
0.4150563180446625,0.8198757767677307,0.001
0.41970038414001465,0.8136646151542664,0.001
0.4174607992172241,0.8229813575744629,0.001
0.4161372780799866,0.8260869383811951,0.001
0.42394110560417175,0.8167701959609985,0.001
0.4114655554294586,0.8198757767677307,0.001
0.39818406105041504,0.8416149020195007,0.001
0.3828487694263458,0.8229813575744629,0.001
0.37524646520614624,0.8322981595993042,0.001
0.37629827857017517,0.8322981595993042,0.001
0.38264966011047363,0.8540372848510742,0.001
0.3593713641166687,0.8354037404060364,0.001
0.3634181320667267,0.8322981595993042,0.001
0.3374671936035156,0.8602484464645386,0.001
0.36686038970947266,0.8447204828262329,0.001
0.34965962171554565,0.8447204828262329,0.001
0.33425143361091614,0.8602484464645386,0.001
0.3330042064189911,0.8633540272712708,0.001
0.3316260278224945,0.8540372848510742,0.001
0.3283725380897522,0.8478260636329651,0.001
0.34218302369117737,0.8291925191879272,0.001
0.329156756401062,0.8540372848510742,0.001
0.316280335187912,0.8819875717163086,0.001
0.31432926654815674,0.850931704044342,0.001
0.3037819266319275,0.8757764101028442,0.001
0.36169692873954773,0.850931704044342,0.001
0.30471181869506836,0.8664596080780029,0.001
0.27723705768585205,0.8757764101028442,0.001
0.2579909861087799,0.9006211161613464,0.001
0.24264080822467804,0.8944099545478821,0.001
0.24476635456085205,0.8913043737411499,0.001
0.27254700660705566,0.888198733329773,0.001
0.2365083396434784,0.9130434989929199,0.001
0.273063600063324,0.8975155353546143,0.001
0.25320059061050415,0.9037266969680786,0.001
0.23403890430927277,0.8975155353546143,0.001
0.20362046360969543,0.9192546606063843,0.001
0.26060277223587036,0.8913043737411499,0.001
0.2605864107608795,0.8944099545478821,0.001
0.21969133615493774,0.9316770434379578,0.001
0.21441225707530975,0.9378882050514221,0.001
0.16810734570026398,0.9534161686897278,0.001
0.17375975847244263,0.9347826242446899,0.001
0.16330961883068085,0.9503105878829956,0.001
0.1454477459192276,0.9534161686897278,0.001
0.1339985877275467,0.9627329111099243,0.001
0.16131465137004852,0.9534161686897278,0.001
0.17690610885620117,0.9409937858581543,0.001
0.17647594213485718,0.9409937858581543,0.001
0.1473887711763382,0.9689440727233887,0.001
0.140066996216774,0.9720497131347656,0.001
0.16714361310005188,0.9472049474716187,0.001
0.13340626657009125,0.9627329111099243,0.001
0.13132475316524506,0.95652174949646,0.001
0.18862059712409973,0.9316770434379578,0.001
0.17445595562458038,0.9440993666648865,0.001
0.12961764633655548,0.9689440727233887,0.001
0.10923616588115692,0.9689440727233887,0.001
